,State,County,Percent GOP
1709,ME,Albion,0.548923679
1710,ME,Alexander,0.53125
1711,ME,Alfred,0.424956872
1712,ME,Allagash,0.421428571
1713,ME,Alna,0.389721627
1714,ME,Alton,0.470982143
1715,ME,Amherst,0.486111111
1716,ME,Amity,0.595744681
1717,ME,Andover,0.42970297
1718,ME,Anson,0.47145488
1719,ME,Appleton,0.414357683
1720,ME,Aroostook Cty Townships,0.479274611
1721,ME,Arrowsic,0.286604361
1722,ME,Arundel,0.427046263
1723,ME,Ashland,0.411347518
1724,ME,Athens,0.474418605
1725,ME,Atkinson,0.575418994
1726,ME,Auburn,0.395252015
1727,ME,Augusta,0.380296128
1728,ME,Aurora,0.65625
1729,ME,Avon,0.444915254
1730,ME,Baileyville,0.36918138
1731,ME,Baldwin,0.51689612
1732,ME,Bancroft,0.64516129
1733,ME,Bangor,0.391500365
1734,ME,Bar Harbor,0.258889997
1735,ME,Baring Plt.,0.462264151
1736,ME,Bath,0.333922261
1737,ME,Beals,0.494584838
1738,ME,Beaver Cove,0.553191489
1739,ME,Beddington,0.6
1740,ME,Belfast,0.344157646
1741,ME,Belgrade,0.472901169
1742,ME,Belmont,0.437627812
1743,ME,Benton,0.473610134
1744,ME,Berwick,0.499311105
1745,ME,Bethel,0.366047745
1746,ME,Biddeford,0.308276002
1747,ME,Bingham,0.440347072
1748,ME,Blaine,0.706849315
1749,ME,Blue Hill,0.334090909
1750,ME,Boothbay,0.44812253
1751,ME,Boothbay Harbor,0.423390081
1752,ME,Bowdoin,0.526415094
1753,ME,Bowdoinham,0.394406393
1754,ME,Bowerbank,0.571428571
1755,ME,Bradford,0.571194763
1756,ME,Bradley,0.432873275
1757,ME,Bremen,0.381632653
1758,ME,Brewer,0.500295217
1759,ME,Bridgewater,0.603448276
1760,ME,Bridgton,0.432851986
1761,ME,Brighton Plt.,0.534883721
1762,ME,Bristol,0.39822518
1763,ME,Brooklin,0.338568935
1764,ME,Brooks,0.506822612
1765,ME,Brooksville,0.323076923
1766,ME,Brownfield,0.434968017
1767,ME,Brownville,0.485232068
1768,ME,Brunswick,0.227976042
1769,ME,Buckfield,0.455435847
1770,ME,Bucksport,0.420533881
1771,ME,Burlington,0.608465608
1772,ME,Burnham,0.490756303
1773,ME,Buxton,0.452584163
1774,ME,Byron,0.46835443
1775,ME,Calais,0.487886945
1776,ME,Cambridge,0.617977528
1777,ME,Camden,0.28841906
1778,ME,Canaan,0.461691542
1779,ME,Canton,0.416490486
1780,ME,Cape Elizabeth,0.334520124
1781,ME,Caratunk,0.549019608
1782,ME,Caribou,0.455540356
1783,ME,Carmel,0.584308328
1784,ME,Carrabassett Valley,0.330453564
1785,ME,Carroll Plt.,0.626506024
1786,ME,Carthage,0.391836735
1787,ME,Cary Plt.,0.623853211
1788,ME,Casco,0.463402062
1789,ME,Castine,0.407783418
1790,ME,Castle Hill,0.602040816
1791,ME,Caswell,0.326086957
1792,ME,Chapman,0.390243902
1793,ME,Charleston,0.693129771
1794,ME,Charlotte,0.573964497
1795,ME,Chebeague Island,0.239864865
1796,ME,Chelsea,0.449739389
1797,ME,Cherryfield,0.511824324
1798,ME,Chester,0.625386997
1799,ME,Chesterville,0.371601208
1800,ME,China,0.485814055
1801,ME,Clifton,0.5
1802,ME,Clinton,0.461149716
1803,ME,Columbia,0.626865672
1804,ME,Columbia Falls,0.522968198
1805,ME,Cooper,0.519379845
1806,ME,Coplin Plt.,0.481927711
1807,ME,Corinna,0.595041322
1808,ME,Corinth,0.633333333
1809,ME,Cornish,0.428571429
1810,ME,Cornville,0.532738095
1811,ME,Cranberry Isles,0.275167785
1812,ME,Crawford,0.634920635
1813,ME,Crystal,0.605633803
1814,ME,Cumberland,0.452250051
1815,ME,Cushing,0.470230863
1816,ME,Cutler,0.573943662
1817,ME,Cyr Plt.,0.465116279
1818,ME,Dallas Plt.,0.427312775
1819,ME,Damariscotta,0.384850803
1820,ME,Danforth,0.566037736
1821,ME,Dayton,0.446317657
1822,ME,Deblois,0.740740741
1823,ME,Dedham,0.466922339
1824,ME,Deer Isle,0.299833887
1825,ME,Denmark,0.481762918
1826,ME,Dennistown Plt.,0.6
1827,ME,Dennysville,0.49044586
1828,ME,Detroit,0.469543147
1829,ME,Dexter,0.523432745
1830,ME,Dixfield,0.381184104
1831,ME,Dixmont,0.515151515
1832,ME,Dover-Foxcroft,0.502374169
1833,ME,Dresden,0.416582406
1834,ME,Drew Plt.,0.65
1835,ME,Durham,0.470588235
1836,ME,Dyer Brook,0.604651163
1837,ME,Eagle Lake,0.346241458
1838,ME,Eastbrook,0.542056075
1839,ME,East Machias,0.538896747
1840,ME,East Millinocket,0.452173913
1841,ME,Easton,0.494623656
1842,ME,Eastport,0.353221957
1843,ME,Eddington,0.539556962
1844,ME,Edgecomb,0.418758256
1845,ME,Edinburg,0.446808511
1846,ME,Eliot,0.418853503
1847,ME,Ellsworth,0.469314999
1848,ME,Embden,0.513457557
1849,ME,Enfield,0.505851756
1850,ME,Etna,0.559349593
1851,ME,Eustis,0.445040214
1852,ME,Exeter,0.575645756
1853,ME,Fairfield,0.426687598
1854,ME,Falmouth,0.438383305
1855,ME,Farmingdale,0.425345044
1856,ME,Farmington,0.331446217
1857,ME,Fayette,0.396761134
1858,ME,Fort Fairfield,0.444020356
1859,ME,Fort Kent,0.305922663
1860,ME,Frankfort,0.510396975
1861,ME,Franklin,0.493150685
1862,ME,Franklin Cty Townships,0.333333333
1863,ME,Freedom,0.415816327
1864,ME,Freeport,0.339362957
1865,ME,Frenchboro,0.375
1866,ME,Frenchville,0.281303602
1867,ME,Friendship,0.513552068
1868,ME,Fryeburg,0.402106568
1869,ME,Frye Island,0.678571429
1870,ME,Gardiner,0.388460248
1871,ME,Garfield Plt.,0.529411765
1872,ME,Garland,0.524680073
1873,ME,Georgetown,0.372442019
1874,ME,Gilead,0.356521739
1875,ME,Glenburn,0.521792261
1876,ME,Glenwood Plt.,0.666666667
1877,ME,Gorham,0.413892269
1878,ME,Gouldsboro,0.469387755
1879,ME,Grand Isle,0.225108225
1880,ME,Grand Lake Stream Plt,0.58
1881,ME,Gray,0.474441248
1882,ME,Great Pond,0.542857143
1883,ME,Greenbush,0.560655738
1884,ME,Greene,0.491371872
1885,ME,Greenville,0.450892857
1886,ME,Greenwood,0.398148148
1887,ME,Guilford,0.519650655
1888,ME,Hallowell,0.27377892
1889,ME,Hamlin,0.340206186
1890,ME,Hammond,0.510204082
1891,ME,Hampden,0.50215311
1892,ME,Hancock,0.488105004
1893,ME,Hancock Cty Townships,#DIV/0!
1894,ME,Hanover,0.438271605
1895,ME,Harmony,0.544444444
1896,ME,Harpswell,0.406945681
1897,ME,Harrington,0.581497797
1898,ME,Harrison,0.441860465
1899,ME,Hartford,0.437606838
1900,ME,Hartland,0.58045292
1901,ME,Haynesville,0.614035088
1902,ME,Hebron,0.431009957
1903,ME,Hermon,0.572231405
1904,ME,Hersey,0.71875
1905,ME,Highland Plt.,0.58490566
1906,ME,Hiram,0.445517241
1907,ME,Hodgdon,0.664902998
1908,ME,Holden,0.5495589
1909,ME,Hollis,0.442671147
1910,ME,Hope,0.39895288
1911,ME,Houlton,0.522590964
1912,ME,Howland,0.446676971
1913,ME,Hudson,0.606557377
1914,ME,Indian Township Vtng Dst,0.105932203
1915,ME,Industry,0.435555556
1916,ME,Island Falls,0.524940618
1917,ME,Isle Au Haut,0.087719298
1918,ME,Islesboro,0.320574163
1919,ME,Jackman,0.577380952
1920,ME,Jackson,0.491039427
1921,ME,Jay,0.341329139
1922,ME,Jefferson,0.51349481
1923,ME,Jonesboro,0.5
1924,ME,Jonesport,0.480519481
1925,ME,Kenduskeag,0.502384738
1926,ME,Kennebunk,0.408407532
1927,ME,Kennebunkport,0.442474227
1928,ME,Kingfield,0.426731079
1929,ME,Kingsbury Plt.,0.421052632
1930,ME,Kittery,0.338117428
1931,ME,Knox,0.572151899
1932,ME,LaGrange,0.552795031
1933,ME,Lake View Plt.,0.380952381
1934,ME,Lakeville,0.5125
1935,ME,Lamoine,0.479166667
1936,ME,Lebanon,0.522844383
1937,ME,Lee,0.642384106
1938,ME,Leeds,0.447300771
1939,ME,Levant,0.59972584
1940,ME,Lewiston,0.367674197
1941,ME,Liberty,0.445121951
1942,ME,Limerick,0.451117318
1943,ME,Limestone,0.377182771
1944,ME,Limington,0.475854585
1945,ME,Lincoln,0.561948761
1946,ME,Lincoln Plt.,0.481481481
1947,ME,Lincolnville,0.374912404
1948,ME,Linneus,0.639455782
1949,ME,Lisbon,0.470538543
1950,ME,Litchfield,0.473852721
1951,ME,Littleton,0.594360087
1952,ME,Livermore,0.428453267
1953,ME,Livermore Falls,0.346182357
1954,ME,Long Island,0.3
1955,ME,Lovell,0.467175573
1956,ME,Lowell,0.616580311
1957,ME,Lubec,0.389100127
1958,ME,Ludlow,0.550218341
1959,ME,Lyman,0.428632297
1960,ME,Machias,0.456221198
1961,ME,Machiasport,0.490797546
1962,ME,Macwahoc Plt.,0.586956522
1963,ME,Madawaska,0.244614648
1964,ME,Madison,0.440839695
1965,ME,Magalloway Plt.,0.714285714
1966,ME,Manchester,0.462939698
1967,ME,Mapleton,0.498123827
1968,ME,Mariaville,0.518248175
1969,ME,Marshfield,0.564013841
1970,ME,Mars Hill,0.620104439
1971,ME,Masardis,0.387096774
1972,ME,Matinicus Isle Plt.,0.352941176
1973,ME,Mattawamkeag,0.478991597
1974,ME,Maxfield,0.592592593
1975,ME,Mechanic Falls,0.459661017
1976,ME,Meddybemps,0.561797753
1977,ME,Medford,0.597014925
1978,ME,Medway,0.563953488
1979,ME,Mercer,0.451790634
1980,ME,Merrill,0.5
1981,ME,Mexico,0.269525268
1982,ME,Milbridge,0.461538462
1983,ME,Milford,0.419084462
1984,ME,Millinocket,0.406507592
1985,ME,Milo,0.511627907
1986,ME,Minot,0.510934394
1987,ME,Monhegan Plt.,0.090909091
1988,ME,Monmouth,0.463573287
1989,ME,Monroe,0.398340249
1990,ME,Monson,0.482993197
1991,ME,Monticello,0.570680628
1992,ME,Montville,0.354898336
1993,ME,Moose River,0.684684685
1994,ME,Moro Plt.,0.913043478
1995,ME,Morrill,0.542
1996,ME,Moscow,0.441767068
1997,ME,Mount Chase,0.660869565
1998,ME,Mount Desert,0.320057929
1999,ME,Mount Vernon,0.418947368
2000,ME,Naples,0.469885277
2001,ME,Nashville Plt.,0.333333333
2002,ME,Newburgh,0.51135006
2003,ME,New Canada,0.392996109
2004,ME,Newcastle,0.352596315
2005,ME,Newfield,0.462121212
2006,ME,New Gloucester,0.482046393
2007,ME,New Limerick,0.561514196
2008,ME,Newport,0.551766894
2009,ME,New Portland,0.458628842
2010,ME,Newry,0.431034483
2011,ME,New Sharon,0.455410226
2012,ME,New Sweden,0.455331412
2013,ME,New Vineyard,0.498746867
2014,ME,Nobleboro,0.420577617
2015,ME,Norridgewock,0.494478528
2016,ME,North Berwick,0.471859858
2017,ME,Northfield,0.494736842
2018,ME,North Haven,0.244525547
2019,ME,Northport,0.418947368
2020,ME,North Yarmouth,0.406580016
2021,ME,Norway,0.420773931
2022,ME,Oakfield,0.561111111
2023,ME,Oakland,0.447458684
2024,ME,Ogunquit,0.381318681
2025,ME,Old Orchrd Bch,0.35083625
2026,ME,Old Town,0.353185956
2027,ME,Orient,0.451612903
2028,ME,Orland,0.40521327
2029,ME,Orono,0.260399179
2030,ME,Orrington,0.535376296
2031,ME,Osborn,0.775
2032,ME,Otis,0.646341463
2033,ME,Otisfield,0.444670051
2034,ME,Owl's Head,0.413333333
2035,ME,Oxbow Plt.,0.413793103
2036,ME,Oxford,0.456716418
2037,ME,Oxford Cty Townships,0.334519573
2038,ME,Palermo,0.53625
2039,ME,Palmyra,0.554913295
2040,ME,Paris,0.417519443
2041,ME,Parkman,0.545673077
2042,ME,Parsonsfield,0.439814815
2043,ME,Passadumkeag,0.618556701
2044,ME,Patten,0.532934132
2045,ME,Pembroke,0.466814159
2046,ME,Penobscot,0.505851756
2047,ME,Penobscot Cty Townships,0.528169014
2048,ME,Penobscot Nation Vot Dst,0.081850534
2049,ME,Perham,0.655172414
2050,ME,Perry,0.484375
2051,ME,Peru,0.382211538
2052,ME,Phillips,0.421768707
2053,ME,Phippsburg,0.436690647
2054,ME,Piscataquis Cty Townshps,0.655172414
2055,ME,Pittsfield,0.5100271
2056,ME,Pittston,0.476552598
2057,ME,Pleasant Point Votng Dst,0.121848739
2058,ME,Pleasant Ridge Plt.,0.431372549
2059,ME,Plymouth,0.570992366
2060,ME,Poland,0.45151715
2061,ME,Portage Lake,0.452282158
2062,ME,Porter,0.467567568
2063,ME,Portland,0.206480971
2064,ME,Pownal,0.424974824
2065,ME,Presque Isle,0.445626478
2066,ME,Princeton,0.543290043
2067,ME,Prospect,0.423728814
2068,ME,Randolph,0.4056902
2069,ME,Rangeley,0.504322767
2070,ME,Rangeley Plt.,0.548611111
2071,ME,Raymond,0.44760479
2072,ME,Readfield,0.412958115
2073,ME,Reed Plt.,0.679012346
2074,ME,Richmond,0.435911914
2075,ME,Ripley,0.562770563
2076,ME,Robbinston,0.484641638
2077,ME,Rockland,0.317531306
2078,ME,Rockport,0.383899488
2079,ME,Rome,0.429809359
2080,ME,Roque Bluffs,0.38961039
2081,ME,Roxbury,0.368421053
2082,ME,Rumford,0.342953523
2083,ME,Sabattus,0.46031746
2084,ME,Saco,0.359518754
2085,ME,Saint Agatha,0.283950617
2086,ME,St. Albans,0.587121212
2087,ME,St. Francis,0.304
2088,ME,St. George,0.335275081
2089,ME,St. John Plt.,0.391608392
2090,ME,Sandy River Plt.,0.38372093
2091,ME,Sanford,0.389414983
2092,ME,Sangerville,0.511244378
2093,ME,Scarborough,0.442056792
2094,ME,Searsmont,0.454297408
2095,ME,Searsport,0.434661076
2096,ME,Sebago,0.465942744
2097,ME,Sebec,0.601604278
2098,ME,Seboeis Plt.,0.384615385
2099,ME,Sedgwick,0.333333333
2100,ME,Shapleigh,0.479253112
2101,ME,Sherman,0.606312292
2102,ME,Shirley,0.57037037
2103,ME,Sidney,0.492615117
2104,ME,Skowhegan,0.399589638
2105,ME,Smithfield,0.478873239
2106,ME,Smyrna,0.536
2107,ME,Solon,0.483636364
2108,ME,Somerset Cty Townships,0.617346939
2109,ME,Somerville,0.47080292
2110,ME,Sorrento,0.401041667
2111,ME,South Berwick,0.407314629
2112,ME,South Bristol,0.363047002
2113,ME,Southport,0.517401392
2114,ME,South Portland,0.286192469
2115,ME,South Thomaston,0.398158803
2116,ME,Southwest Harbor,0.36121673
2117,ME,Springfield,0.651612903
2118,ME,Stacyville,0.636792453
2119,ME,Standish,0.474871389
2120,ME,Starks,0.41955836
2121,ME,Stetson,0.53740458
2122,ME,Steuben,0.493577982
2123,ME,Stockholm,0.360544218
2124,ME,Stockton Springs,0.44820296
2125,ME,Stoneham,0.380645161
2126,ME,Stonington,0.302134647
2127,ME,Stow,0.331578947
2128,ME,Strong,0.494301994
2129,ME,Sullivan,0.382799325
2130,ME,Sumner,0.458174905
2131,ME,Surry,0.413179916
2132,ME,Swan's Island,0.548672566
2133,ME,Swanville,0.419034091
2134,ME,Sweden,0.424778761
2135,ME,Talmadge,0.59375
2136,ME,Temple,0.298412698
2137,ME,The Forks Plt.,0.477272727
2138,ME,Thomaston,0.37312366
2139,ME,Thorndike,0.402088773
2140,ME,Topsfield,0.646017699
2141,ME,Topsham,0.408794788
2142,ME,Tremont,0.348122867
2143,ME,Trenton,0.427135678
2144,ME,Troy,0.494296578
2145,ME,Turner,0.512281836
2146,ME,Union,0.441980783
2147,ME,Unity,0.454358974
2148,ME,Upton,#DIV/0!
2149,ME,Van Buren,0.230010953
2150,ME,Vanceboro,0.495238095
2151,ME,Vassalboro,0.442191544
2152,ME,Veazie,0.445060018
2153,ME,Verona,0.442307692
2154,ME,Vienna,0.387464387
2155,ME,Vinalhaven,0.249295775
2156,ME,Wade,0.578125
2157,ME,Waite,0.568965517
2158,ME,Waldo,0.43498818
2159,ME,Waldoboro,0.454155287
2160,ME,Wales,0.544471154
2161,ME,Wallagrass,0.272084806
2162,ME,Waltham,0.620320856
2163,ME,Warren,0.481651376
2164,ME,Washburn,0.538659794
2165,ME,Washington,0.466357309
2166,ME,Washington Cty Townships,0.598615917
2167,ME,Waterboro,0.449275362
2168,ME,Waterford,0.431151242
2169,ME,Waterville,0.30198162
2170,ME,Wayne,0.371428571
2171,ME,Webster Plt.,0.391304348
2172,ME,Weld,0.425605536
2173,ME,Wellington,0.322580645
2174,ME,Wells,0.443162538
2175,ME,Wesley,0.571428571
2176,ME,West Bath,0.449215524
2177,ME,Westbrook,0.314646256
2178,ME,Westfield,0.542750929
2179,ME,West Forks Plt.,0.446808511
2180,ME,West Gardiner,0.477619282
2181,ME,Westmanland,0.488372093
2182,ME,Weston,0.618320611
2183,ME,West Paris,0.410465116
2184,ME,Westport,0.45473251
2185,ME,Whitefield,0.422770701
2186,ME,Whiting,0.455621302
2187,ME,Whitneyville,0.513761468
2188,ME,Willimantic,0.592592593
2189,ME,Wilton,0.410977242
2190,ME,Windham,0.46130031
2191,ME,Windsor,0.471451876
2192,ME,Winn,0.629213483
2193,ME,Winslow,0.436840814
2194,ME,Winter Harbor,0.52919708
2195,ME,Winterport,0.485687023
2196,ME,Winterville Plt.,0.365671642
2197,ME,Winthrop,0.43187067
2198,ME,Wiscasset,0.468064359
2199,ME,Woodland,0.526655897
2200,ME,Woodstock,0.481792717
2201,ME,Woodville,0.488
2202,ME,Woolwich,0.440376569
2203,ME,Yarmouth,0.381841019
2204,ME,York,0.419418835
2206,MI,Alcona,0.58675649
2207,MI,Alger,0.505974365
2208,MI,Allegan,0.589910364
2209,MI,Alpena,0.520764949
2210,MI,Antrim,0.600500607
2211,MI,Arenac,0.518016867
2212,MI,Baraga,0.534670487
2213,MI,Barry,0.584594319
2214,MI,Bay,0.464690565
2215,MI,Benzie,0.514979181
2216,MI,Berrien,0.528317801
2217,MI,Branch,0.588217226
2218,MI,Calhoun,0.486648005
2219,MI,Cass,0.563643649
2220,MI,Charlevoix,0.568614903
2221,MI,Cheboygan,0.548163757
2222,MI,Chippewa,0.531868414
2223,MI,Clare,0.517936555
2224,MI,Clinton,0.527284345
2225,MI,Crawford,0.549457
2226,MI,Delta,0.528348944
2227,MI,Dickinson,0.601329683
2228,MI,Eaton,0.478786993
2229,MI,Emmet,0.580183341
2230,MI,Genesee,0.354254338
2231,MI,Gladwin,0.530672403
2232,MI,Gogebic,0.454593453
2233,MI,Grand Traverse,0.553892403
2234,MI,Gratiot,0.514396353
2235,MI,Hillsdale,0.61459043
2236,MI,Houghton,0.54309646
2237,MI,Huron,0.568678801
2238,MI,Ingham,0.355583599
2239,MI,Ionia,0.556509911
2240,MI,Iosco,0.51807952
2241,MI,Iron,0.538500084
2242,MI,Isabella,0.447779759
2243,MI,Jackson,0.523606884
2244,MI,Kalamazoo,0.428548177
2245,MI,Kalkaska,0.591353701
2246,MI,Kent,0.534161764
2247,MI,Keweenaw,0.557636888
2248,MI,Lake,0.470399092
2249,MI,Lapeer,0.551423591
2250,MI,Leelanau,0.528311212
2251,MI,Lenawee,0.500930097
2252,MI,Livingston,0.612501148
2253,MI,Luce,0.60597497
2254,MI,Mackinac,0.556995244
2255,MI,Macomb,0.47571073
2256,MI,Manistee,0.463140896
2257,MI,Marquette,0.423376058
2258,MI,Mason,0.519605155
2259,MI,Mecosta,0.543574856
2260,MI,Menominee,0.509522066
2261,MI,Midland,0.572665519
2262,MI,Missaukee,0.664151481
2263,MI,Monroe,0.489708594
2264,MI,Montcalm,0.536737186
2265,MI,Montmorency,0.579687191
2266,MI,Muskegon,0.406053593
2267,MI,Newaygo,0.581497386
2268,MI,Oakland,0.455986874
2269,MI,Oceana,0.545462493
2270,MI,Ogemaw,0.524756298
2271,MI,Ontonagon,0.539179632
2272,MI,Osceola,0.59814905
2273,MI,Oscoda,0.573131363
2274,MI,Otsego,0.592442303
2275,MI,Ottawa,0.666965598
2276,MI,Presque Isle,0.536102868
2277,MI,Roscommon,0.514195826
2278,MI,Saginaw,0.436309408
2279,MI,St. Clair,0.529915921
2280,MI,St. Joseph,0.556532556
2281,MI,Sanilac,0.597036876
2282,MI,Schoolcraft,0.529411765
2283,MI,Shiawassee,0.475200953
2284,MI,Tuscola,0.548183672
2285,MI,Van Buren,0.492103177
2286,MI,Washtenaw,0.315061224
2287,MI,Wayne,0.262355855
2288,MI,Wexford,0.575221877
2290,MN,Aitkin,0.497639697
2291,MN,Anoka,0.503085389
2292,MN,Becker,0.563659746
2293,MN,Beltrami,0.439063283
2294,MN,Benton,0.555760463
2295,MN,Big Stone,0.497664391
2296,MN,Blue Earth,0.438203237
2297,MN,Brown,0.571819623
2298,MN,Carlton,0.358792765
2299,MN,Carver,0.590649705
2300,MN,Cass,0.557027363
2301,MN,Chippewa,0.480408031
2302,MN,Chisago,0.553237189
2303,MN,Clay,0.449063293
2304,MN,Clearwater,0.563949319
2305,MN,Cook,0.369552058
2306,MN,Cottonwood,0.567031464
2307,MN,Crow Wing,0.557902299
2308,MN,Dakota,0.476100216
2309,MN,Dodge,0.537577882
2310,MN,Douglas,0.569154276
2311,MN,Faribault,0.533749512
2312,MN,Fillmore,0.452644186
2313,MN,Freeborn,0.418744368
2314,MN,Goodhue,0.505272168
2315,MN,Grant,0.503601268
2316,MN,Hennepin,0.35410825
2317,MN,Houston,0.475052773
2318,MN,Hubbard,0.576728793
2319,MN,Isanti,0.579951319
2320,MN,Itasca,0.440565602
2321,MN,Jackson,0.562142198
2322,MN,Kanabec,0.532749476
2323,MN,Kandiyohi,0.525113302
2324,MN,Kittson,0.455301455
2325,MN,Koochiching,0.441697761
2326,MN,Lac Qui Parle,0.487669854
2327,MN,Lake,0.383992938
2328,MN,Lake of the Woods,0.588288288
2329,MN,Le Sueur,0.523693143
2330,MN,Lincoln,0.512046258
2331,MN,Lyon,0.534700827
2332,MN,McLeod,0.599783257
2333,MN,Mahnomen,0.399724644
2334,MN,Marshall,0.549019608
2335,MN,Martin,0.609224856
2336,MN,Meeker,0.568176214
2337,MN,Mille Lacs,0.532766153
2338,MN,Morrison,0.609710719
2339,MN,Mower,0.37561583
2340,MN,Murray,0.526714346
2341,MN,Nicollet,0.449220673
2342,MN,Nobles,0.539385376
2343,MN,Norman,0.432635198
2344,MN,Olmsted,0.472501956
2345,MN,Otter Tail,0.597554021
2346,MN,Pennington,0.508855691
2347,MN,Pine,0.492304373
2348,MN,Pipestone,0.609877076
2349,MN,Polk,0.520008194
2350,MN,Pope,0.504820051
2351,MN,Ramsey,0.31247165
2352,MN,Red Lake,0.498217015
2353,MN,Redwood,0.588841644
2354,MN,Renville,0.539953149
2355,MN,Rice,0.447139303
2356,MN,Rock,0.581780538
2357,MN,Roseau,0.601500682
2358,MN,St. Louis,0.34067491
2359,MN,Scott,0.5646329
2360,MN,Sherburne,0.601208981
2361,MN,Sibley,0.602825947
2362,MN,Stearns,0.550218732
2363,MN,Steele,0.5202795
2364,MN,Stevens,0.492083259
2365,MN,Swift,0.441910753
2366,MN,Todd,0.571246387
2367,MN,Traverse,0.467391304
2368,MN,Wabasha,0.516038219
2369,MN,Wadena,0.611783816
2370,MN,Waseca,0.527096641
2371,MN,Washington,0.487873207
2372,MN,Watonwan,0.492082111
2373,MN,Wilkin,0.586550436
2374,MN,Winona,0.423569347
2375,MN,Wright,0.596117901
2376,MN,Yellow Medicine,0.519918473
2378,MO,Adair,0.558047624
2379,MO,Andrew,0.656994943
2380,MO,Atchison,0.702104097
2381,MO,Audrain,0.621646066
2382,MO,Barry,0.712154136
2383,MO,Barton,0.768534633
2384,MO,Bates,0.645991507
2385,MO,Benton,0.66277165
2386,MO,Bollinger,0.750504125
2387,MO,Boone,0.470931699
2388,MO,Buchanan,0.531533071
2389,MO,Butler,0.725205755
2390,MO,Caldwell,0.653080796
2391,MO,Callaway,0.644173799
2392,MO,Camden,0.687676602
2393,MO,Cape Girardeau,0.710445167
2394,MO,Carroll,0.713754647
2395,MO,Carter,0.706680957
2396,MO,Cass,0.631979228
2397,MO,Cedar,0.723978157
2398,MO,Chariton,0.628631248
2399,MO,Christian,0.723677277
2400,MO,Clark,0.536434109
2401,MO,Clay,0.532223961
2402,MO,Clinton,0.600610376
2403,MO,Cole,0.660801986
2404,MO,Cooper,0.65064572
2405,MO,Crawford,0.671677628
2406,MO,Dade,0.743069815
2407,MO,Dallas,0.68580849
2408,MO,Daviess,0.64977221
2409,MO,DeKalb,0.702528736
2410,MO,Dent,0.735059461
2411,MO,Douglas,0.709121415
2412,MO,Dunklin,0.643158982
2413,MO,Franklin,0.628497198
2414,MO,Gasconade,0.686150827
2415,MO,Gentry,0.662662663
2416,MO,Greene,0.611163731
2417,MO,Grundy,0.692729767
2418,MO,Harrison,0.71014885
2419,MO,Henry,0.615453018
2420,MO,Hickory,0.605769231
2421,MO,Holt,0.746753247
2422,MO,Howard,0.619625591
2423,MO,Howell,0.706260327
2424,MO,Iron,0.558670305
2425,MO,Jackson,0.397227998
2426,MO,Jasper,0.693274058
2427,MO,Jefferson,0.552928401
2428,MO,Johnson,0.607113947
2429,MO,Knox,0.615738375
2430,MO,LaClede,0.711802617
2431,MO,Lafayette,0.620803243
2432,MO,Lawrence,0.72498095
2433,MO,Lewis,0.625759701
2434,MO,Lincoln,0.632699015
2435,MO,Linn,0.602677764
2436,MO,Livingston,0.661711265
2437,MO,McDonald,0.728412434
2438,MO,Macon,0.656516273
2439,MO,Madison,0.654563895
2440,MO,Maries,0.697443808
2441,MO,Marion,0.65159487
2442,MO,Mercer,0.758308157
2443,MO,Miller,0.735003176
2444,MO,Mississippi,0.609190728
2445,MO,Moniteau,0.730052779
2446,MO,Monroe,0.631994084
2447,MO,Montgomery,0.655632876
2448,MO,Morgan,0.659875691
2449,MO,New Madrid,0.590896552
2450,MO,Newton,0.72484051
2451,MO,Nodaway,0.623106061
2452,MO,Oregon,0.652793486
2453,MO,Osage,0.770453888
2454,MO,Ozark,0.691668538
2455,MO,Pemiscot,0.567819359
2456,MO,Perry,0.70977839
2457,MO,Pettis,0.631296954
2458,MO,Phelps,0.653892676
2459,MO,Pike,0.625222025
2460,MO,Platte,0.562430017
2461,MO,Polk,0.70523668
2462,MO,Pulaski,0.669957999
2463,MO,Putnam,0.724556085
2464,MO,Ralls,0.64158062
2465,MO,Randolph,0.670454545
2466,MO,Ray,0.56108641
2467,MO,Reynolds,0.602941176
2468,MO,Ripley,0.711191336
2469,MO,St. Charles,0.596626023
2470,MO,St. Clair,0.652615651
2471,MO,St. Francois,0.586454183
2472,MO,St. Louis County,0.425257516
2473,MO,St. Louis City,0.160250824
2474,MO,Ste. Genevieve,0.502478315
2475,MO,Saline,0.560307861
2476,MO,Schuyler,0.605466735
2477,MO,Scotland,0.643595041
2478,MO,Scott,0.683746103
2479,MO,Shannon,0.612798265
2480,MO,Shelby,0.676980198
2481,MO,Stoddard,0.73806933
2482,MO,Stone,0.737448354
2483,MO,Sullivan,0.620423892
2484,MO,Taney,0.727184376
2485,MO,Texas,0.707729469
2486,MO,Vernon,0.675666158
2487,MO,Warren,0.623466885
2488,MO,Washington,0.581244197
2489,MO,Wayne,0.662819168
2490,MO,Webster,0.693988717
2491,MO,Worth,0.633587786
2492,MO,Wright,0.732905983
2494,MS,Adams,0.406871742
2495,MS,Alcorn,0.751055714
2496,MS,Amite,0.573423835
2497,MS,Attala,0.566917102
2498,MS,Benton,0.49754902
2499,MS,Bolivar,0.304811334
2500,MS,Calhoun,0.631436314
2501,MS,Carroll,0.662365952
2502,MS,Chickasaw,0.471273394
2503,MS,Choctaw,0.658435144
2504,MS,Claiborne,0.115633321
2505,MS,Clarke,0.613279622
2506,MS,Clay,0.386685992
